participant_id,order,phase,task,viewing_condition,difficulty
"20","26","test","cluster_distinction","ego","easy"
"20","27","test","cluster_distinction","ego","easy"
"20","28","test","cluster_distinction","ego","hard"
"20","29","test","cluster_distinction","ego","hard"
"20","30","test","cluster_distinction","ego","hard"
"20","31","test","cluster_distinction","ego","hard"
"20","32","test","cluster_distinction","ego","medium"
"20","33","test","cluster_distinction","ego","medium"
"20","34","test","cluster_distinction","ego","medium"
"20","35","test","cluster_distinction","ego","medium"
"20","36","test","cluster_distinction","ego","easy"
"20","37","training","denoising","exo","easy"
"20","38","training","denoising","exo","easy"
"20","39","training","denoising","exo","medium"
"20","40","test","denoising","exo","easy"
"20","41","test","denoising","exo","medium"
"20","42","test","denoising","exo","easy"
"20","43","test","denoising","exo","medium"
"20","44","test","denoising","exo","hard"
"20","45","test","denoising","exo","hard"
"20","46","test","denoising","exo","medium"
"20","47","test","denoising","exo","hard"
"20","48","test","denoising","exo","easy"
"20","49","test","denoising","exo","medium"
"20","50","test","denoising","exo","easy"
"20","51","test","denoising","exo","easy"
"20","52","test","denoising","exo","medium"
"20","53","test","denoising","exo","hard"
"20","54","test","denoising","exo","hard"
"20","55","training","denoising","ego","easy"
"20","56","training","denoising","ego","easy"
"20","57","training","denoising","ego","medium"
"20","58","test","denoising","ego","hard"
"20","59","test","denoising","ego","hard"
"20","60","test","denoising","ego","easy"
"20","61","test","denoising","ego","medium"
"20","62","test","denoising","ego","easy"
"20","63","test","denoising","ego","hard"
"20","64","test","denoising","ego","easy"
"20","65","test","denoising","ego","easy"
"20","66","test","denoising","ego","medium"
"20","67","test","denoising","ego","medium"
"20","68","test","denoising","ego","hard"
"20","69","test","denoising","ego","medium"
"20","70","test","denoising","ego","easy"
"20","71","test","denoising","ego","hard"
"20","72","test","denoising","ego","medium"
